"plugin_family","plugin_package","plugin_version_or_hash","skill_id","source_path","status","gate_required","notes"
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-powerpoint","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-powerpoint\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create, edit, restyle, and review PowerPoint `.pptx` files fetched from SharePoint, with emphasis on style preservation, slide cloning, theme-aware updates, and rendered visual QA. Use when the user wants reliable slide edits that should match an existing deck's design language."
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-shared-doc-maintenance","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-shared-doc-maintenance\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Maintain shared SharePoint strategy, roadmap, planning, or status documents from changing source documents. Use when the user wants cross-document synthesis, source-of-truth propagation, or targeted updates to a maintained shared document."
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-site-discovery","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-site-discovery\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Resolve the right SharePoint site, library, and folder before file work. Use when the user needs to find the right site context, browse a known site, inspect document libraries, or narrow the correct folder before fetching or editing a file."
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-spreadsheet-formula-builder","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-spreadsheet-formula-builder\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Design, repair, and roll out formulas in SharePoint-hosted workbooks with connector-aware retrieval, validation, and upload discipline. Use when the user wants to add a formula column, fix a broken formula, choose between a fill-down formula and a spill formula, build a lookup or filter formula, or reuse workbook logic safely."
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-spreadsheets","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-spreadsheets\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Edit SharePoint-hosted spreadsheet files while preserving workbook structure, formulas, and formatting. Use when the user wants to update a real spreadsheet in SharePoint rather than summarize extracted sheet text."
"chatgpt-global","sharepoint","0.1.2","chatgpt-global:sharepoint-word-docs","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-word-docs\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Edit SharePoint-hosted Word `.docx` files while preserving document structure and styling. Use when the user wants to update a real Word document in SharePoint rather than summarize it as plain text."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Read Slack context, route to the right Slack workflow, and prepare or perform Slack writes that match the user's intent."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-channel-summarization\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize activity from one Slack channel and return a concise recap, post-ready update, or summary doc."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack-daily-digest","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-daily-digest\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create a daily Slack digest from selected channels or topics. Use when the user asks for a daily Slack recap or summary of today's Slack activity."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack-notification-triage","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-notification-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage recent Slack activity into a priority queue or task list for the user."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack-outgoing-message","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-outgoing-message\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Primary skill for composing, drafting, or refining any outbound Slack content. Use this whenever the task will require using `slack_send_message`, `slack_send_message_draft`, or `slack_create_canvas`. Use `slack` to read or analyze Slack context; use this skill to produce the final outgoing message."
"chatgpt-global","slack","0.1.2","chatgpt-global:slack-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-reply-drafting\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Draft Slack replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize Microsoft Teams conversations, triage unread or recent activity, draft follow-ups, and manage Planner tasks through connected Teams data. Use when the user wants to review chats or channels, identify owners and next steps, prepare a safe reply or post, or turn Teams follow-ups into Microsoft Planner tasks."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-channel-summarization\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize activity from one Microsoft Teams channel or one scoped Teams conversation and return a concise recap or post-ready follow-up."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-daily-digest","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-daily-digest\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create a daily Microsoft Teams digest from selected chats, channels, or workstreams. Use when the user asks for a daily Teams recap or summary of today's Teams activity."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-messages","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-messages\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Compose, route, draft, or send Microsoft Teams messages with exact destination resolution, real user mentions, and Teams-native DM or channel routing."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-notification-triage","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-notification-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage recent Microsoft Teams activity into a priority queue or task list for the user."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-planner-task-management","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-planner-task-management\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Review and manage Microsoft Planner tasks from Teams workflows. Use when the user wants to inspect plans or buckets, create tasks from follow-ups, update task fields, or safely delete a Planner task."
"chatgpt-global","teams","0.1.2","chatgpt-global:teams-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-reply-drafting\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Draft Microsoft Teams replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"enzo-local","operativa-guardian","0.1.0","enzo-local:operativa-guardian-status","C:\Users\enzo1\.codex\plugins\cache\enzo-local\operativa-guardian\0.1.0\skills\operativa-guardian-status\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Revisa el estado operativo de ramas, repos y workspaces con un semaforo corto y recomendaciones accionables. En Windows usa el script local del plugin en vez de hooks nativos."
"maquina-de-trabajo-local","operativa-guardian-maquina-trabajo","0.1.0","maquina-de-trabajo-local:guardian-status","C:\Users\enzo1\.codex\plugins\cache\maquina-de-trabajo-local\operativa-guardian-maquina-trabajo\0.1.0\skills\operativa-guardian-maquina-trabajo-status\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Revisa el estado técnico local de Windows, PowerShell, WSL, Docker, Git, Node, Python y VS Code."
"openai-bundled","browser","26.611.62324","browser:control-in-app-browser","C:\Users\enzo1\.codex\plugins\cache\openai-bundled\browser\26.611.62324\skills\control-in-app-browser\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Control the in-app Browser. Use to open, navigate, inspect, test, click, type, screenshot, or verify local targets such as localhost, 127.0.0.1, ::1, file://, the current in-app browser tab, and websites shown side by side inside Codex."
"openai-bundled","computer-use","26.616.51431","computer-use:computer-use","C:\Users\enzo1\.codex\plugins\cache\openai-bundled\computer-use\26.616.51431\skills\computer-use\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Control Windows apps from Codex"
"openai-curated","circleci","202e9242","circleci:chunk","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\chunk\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use CircleCI Chunk for AI-assisted CI/CD work through either the Chunk web UI or the chunk-cli. Trigger this skill when users ask to set up Chunk, troubleshoot or fix failing builds with Chunk, configure Chunk environments, schedule/proactively run Chunk tasks, or use chunk-cli commands such as init, validate, build-prompt, auth, sandbox, task, and skill install."
"openai-curated","circleci","202e9242","circleci:circleci-builds","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\builds\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Diagnose and fix failing CircleCI builds quickly and safely. Use when users ask to investigate failed CircleCI jobs, triage flaky pipelines, identify root causes from logs, and implement minimal fixes in configuration, test setup, or build-related code paths."
"openai-curated","circleci","202e9242","circleci:circleci-cli","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\cli\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Operate and troubleshoot CircleCI using the CircleCI CLI. Use when users ask to authenticate CLI access, inspect pipeline/workflow/job status, validate configuration locally, rerun pipelines/jobs, trigger pipelines, or gather actionable diagnostics from CLI outputs."
"openai-curated","circleci","202e9242","circleci:circleci-config","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\config\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Optimize CircleCI configuration for speed, reliability, and maintainability. Use when users ask to improve `.circleci/config.yml`, reduce CI runtime, tune caching/workspaces/parallelism, remove pipeline waste, or fix flaky pipeline behavior caused by configuration choices."
"openai-curated","codex-security","202e9242","codex-security:attack-path-analysis","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\attack-path-analysis\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when Codex is already in the attack-path-analysis phase of a security scan or the user explicitly asks to trace a security finding from source to sink and calibrate severity. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans."
"openai-curated","codex-security","202e9242","codex-security:deep-security-scan","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\deep-security-scan\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when the user asks for a deep, exhaustive, multi-pass, or variance-reducing repository-wide or scoped-path Codex Security scan. Run repeated independent discovery passes over one resolved scope with worker-specific threat models, semantically merge candidates, synthesize one canonical validation threat model, then run validation, attack-path analysis, canonical JSON completion, and generated reporting once. Do not use for PRs, commits, branch diffs, or working-tree diffs."
"openai-curated","codex-security","202e9242","codex-security:finding-discovery","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\finding-discovery\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when Codex is already in the finding-discovery phase of a security scan or the user explicitly asks to discover candidate security findings in a repository or code change. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans."
"openai-curated","codex-security","202e9242","codex-security:fix-finding","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\fix-finding\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when the user explicitly asks to fix and verify a validated or plausible security finding. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans."
"openai-curated","codex-security","202e9242","codex-security:security-diff-scan","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\security-diff-scan\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when the user asks for a security review of a pull request, commit, branch diff, working-tree patch, or other Git-backed change set."
"openai-curated","codex-security","202e9242","codex-security:security-scan","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\security-scan\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when the user asks for a repository-wide or scoped-path security scan."
"openai-curated","codex-security","202e9242","codex-security:threat-model","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\threat-model\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when Codex is already in the threat-modeling phase of a security scan, the user explicitly invokes $threat-model, or the user explicitly asks to create, update, or persist a repository threat model. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans."
"openai-curated","codex-security","202e9242","codex-security:track-findings","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\track-findings\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Track validated Codex Security findings in Linear, Jira, GitHub issues, or draft GitHub security advisories. Use it for one finding or an explicitly selected batch of up to 25 findings tracked as Linear, Jira, or GitHub issues. Includes duplicate checks, exact previews, approval-gated writes, and readback. Do not use it for scans or fixes."
"openai-curated","codex-security","202e9242","codex-security:triage-finding","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\triage-finding\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when the user supplies or imports existing security findings, vulnerability reports, or security/vulnerability Jira/Linear tickets from scanners, advisories, GitHub, Atlassian Rovo, Linear, or similar backlog sources and wants static repo-impact triage. Do not use for discovery, duplicate-bug triage, validation, or fixes."
"openai-curated","codex-security","202e9242","codex-security:validation","C:\Users\enzo1\.codex\plugins\cache\openai-curated\codex-security\202e9242\skills\validation\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Use when Codex is already in the validation phase of a security scan or the user explicitly asks to determine whether one or more candidate security findings are valid. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans."
"openai-curated","github","015c0dff","github:gh-address-comments","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\gh-address-comments\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters."
"openai-curated","github","015c0dff","github:gh-fix-ci","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\gh-fix-ci\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix."
"openai-curated","github","015c0dff","github:github","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\github\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow."
"openai-curated","github","015c0dff","github:yeet","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\yeet\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient."
"openai-curated","gmail","015c0dff","gmail:gmail","C:\Users\enzo1\.codex\plugins\cache\openai-curated\gmail\015c0dff\skills\gmail\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Manage Gmail inbox triage, mailbox search, thread summaries, action extraction, reply drafting, and email forwarding through connected Gmail data. Use when the user wants to inspect a mailbox or thread, search email with Gmail query syntax, summarize messages, extract decisions and follow-ups, prepare replies or forwarded messages, or organize messages with explicit confirmation before send, archive, delete, or label actions."
"openai-curated","gmail","015c0dff","gmail:gmail-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\gmail\015c0dff\skills\gmail-inbox-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage a Gmail inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Gmail data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise."
"openai-curated","google-calendar","015c0dff","google-calendar:google-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Manage scheduling and conflicts in connected Google Calendar data. Use when the user wants to inspect calendars, compare availability, review conflicts, find a meeting room, review event notes or attachments, add or adjust reminders, place temporary holds, or draft exact create, update, reschedule, or cancel changes with timezone-aware details."
"openai-curated","google-calendar","015c0dff","google-calendar:google-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-daily-brief\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Build polished one-day Google Calendar briefs. Use when the user asks for today, tomorrow, or a specific date summary with an agenda, conflict flags, free windows, remaining-meeting readouts, or a calendar brief, and the Google Calendar connector is available."
"openai-curated","google-calendar","015c0dff","google-calendar:google-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-free-up-time\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Find ways to open up meaningful free time in a connected Google Calendar. Use when the user wants to clear up their day, make room for focus time, create a longer uninterrupted block, or see the smallest set of calendar changes that would give time back."
"openai-curated","google-calendar","015c0dff","google-calendar:google-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-group-scheduler\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Find and rank good meeting times for multiple people using connected Google Calendar data. Use when the user wants to schedule a group meeting, compare candidate slots across several attendees, find the best compromise time, or add a room check after narrowing the attendee-compatible options."
"openai-curated","google-calendar","015c0dff","google-calendar:google-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-meeting-prep\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Build a practical meeting prep brief from a connected Google Calendar event and its nearby context. Use when the user wants to prepare for an upcoming meeting, understand what to read beforehand, pull in linked notes or docs, or get a concise brief on what the meeting appears to require."
"openai-curated","google-drive","015c0dff","google-drive:google-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-docs\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety."
"openai-curated","google-drive","015c0dff","google-drive:google-drive","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-drive\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin."
"openai-curated","google-drive","015c0dff","google-drive:google-drive-comments","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-drive-comments\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments."
"openai-curated","google-drive","015c0dff","google-drive:google-sheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-sheets\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates."
"openai-curated","google-drive","015c0dff","google-drive:google-slides","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-slides\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks."
"openai-curated","linear","c6ea566d","linear:linear","C:\Users\enzo1\.codex\plugins\cache\openai-curated\linear\c6ea566d\skills\linear\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear."
"openai-curated","openai-developers","015c0dff","openai-developers:agents-sdk","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\agents-sdk\SKILL.md","ON_DEMAND_GATED","openai_live_gate","Build, run, deploy, and evaluate OpenAI Agents SDK apps from Codex. Use when the user asks to create or adapt an Agents SDK app, build from a prompt or Codex thread, prepare a runnable agent prototype, add a focused eval harness, or deploy locally through the Agents SDK Deployment Manager."
"openai-curated","openai-developers","015c0dff","openai-developers:build-chatgpt-app","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\build-chatgpt-app\SKILL.md","ON_DEMAND_GATED","openai_owner_gate","Build, scaffold, refactor, and troubleshoot ChatGPT Apps SDK applications that combine an MCP server and widget UI. Use when Codex needs to design tools, register UI resources, wire the MCP Apps bridge or ChatGPT compatibility APIs, apply Apps SDK metadata or CSP or domain settings, or produce a docs-aligned project scaffold. Prefer a docs-first workflow by invoking the openai-docs skill or OpenAI developer docs MCP tools before generating code."
"openai-curated","openai-developers","015c0dff","openai-developers:chatgpt-app-submission","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\chatgpt-app-submission\SKILL.md","ON_DEMAND_GATED","openai_owner_gate","Inspect a ChatGPT Apps MCP server codebase and generate chatgpt-app-submission.json with app info suggestions, tool hint justifications, test cases, and negative test cases, then report review-check findings and outputSchema warnings for submission review."
"openai-curated","openai-developers","015c0dff","openai-developers:openai-api-troubleshooting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\openai-api-troubleshooting\SKILL.md","ON_DEMAND_GATED","api_error_owner_gate","Use when an OpenAI API request fails and Codex needs to classify the likely cause, explain the next step, and route to the right follow-up. Covers common runtime failures such as blocked outbound network access, invalid credentials, exhausted API quota or credits, rate limits, and model, project, or organization access issues; delegate key provisioning to openai-platform-api-key and current documentation lookups to openai-docs."
"openai-curated","openai-developers","015c0dff","openai-developers:openai-platform-api-key","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\openai-platform-api-key\SKILL.md","ON_DEMAND_GATED","openai_owner_gate","'Use when Codex is asked to build, run, test, debug, or configure an OpenAI-backed or provider-unspecified AI app, UI, script, CLI, generator, or tool, especially requests phrased only as ""using AI"" or generators driven by forms/user input; also use for OPENAI_API_KEY or sk-proj setup. Treat this as the credential gate: inspect safely, ask reuse-vs-new before API work, and never expose plaintext.'"
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Handle Outlook Calendar workflows, including delegated/shared calendar writes. Use when the user asks for schedule understanding, availability checks, meeting scheduling, intelligent rescheduling, meeting prep, reminder updates, RSVP responses, recurring maintenance, travel coordination, deadline planning, or safe create, update, reschedule, respond, attach, delete, or cancel changes with timezone-aware event times and attendee validation."
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-daily-brief\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Build polished one-day Outlook Calendar briefs. Use when the user asks for today, tomorrow, or a specific date summary with an agenda, conflict flags, free windows, remaining-meeting readouts, or a calendar brief, and Outlook Calendar is available."
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-free-up-time\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Find ways to open up meaningful free time in Outlook Calendar. Use when the user wants to clear part of their schedule, make room for focus time, create a longer uninterrupted block, or see the smallest set of calendar changes that would give time back."
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-group-scheduler\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Find and rank good meeting times for several people using Outlook Calendar data. Use when the user wants to schedule a meeting, compare candidate slots across attendees, find the best compromise time, or add a room/resource check after narrowing the attendee-compatible options."
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-meeting-prep\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Build a practical meeting prep brief from an Outlook Calendar event and its nearby Microsoft context. Use when the user wants to prepare for an upcoming meeting, understand what to read beforehand, pull in linked notes or docs, or get a concise brief on what the meeting appears to require."
"openai-curated","outlook-calendar","015c0dff","outlook-calendar:outlook-calendar-shared-calendars","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-shared-calendars\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Safely write to delegated or shared Outlook calendars. Use when the user explicitly wants to create, update, respond to, cancel, delete, or add a small attachment to an event on a shared or delegated Outlook Calendar."
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Triage Outlook mail, extract tasks, clean up subscriptions, draft responses, and route shared mailbox work. Use when the user asks to inspect an Outlook inbox or thread, summarize open actions and deadlines, clean up newsletters, draft replies or forwards, organize mailbox follow-up work, or act on a delegated/shared Outlook mailbox."
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-inbox-triage\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Triage an Outlook inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Outlook data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise."
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-reply-drafting\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Draft Outlook email replies safely from connected mailbox context. Use when the user wants to reply to a thread, decide whether to reply-all, prepare a draft before sending, or turn the latest Outlook message into a polished response."
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email-shared-mailboxes","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-shared-mailboxes\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Work with delegated or shared Outlook Email mailboxes. Use when the user explicitly wants to read another mailbox, send from or on behalf of a shared mailbox, mark shared mail read or unread, move shared mail, or browse folders in a shared mailbox."
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email-subscription-cleanup","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-subscription-cleanup\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Clean up Outlook newsletters and recurring subscription email safely. Use when the user wants to unsubscribe, separate newsletters from human mail, move recurring senders into folders, or organize low-signal subscription traffic without losing important messages."
