"canonical_skill_id","alias_skill_id","alias_path","reason","merge_allowed","status"
"chatgpt-global:sharepoint-spreadsheet-formula-builder","sharepoint:sharepoint-spreadsheet-formula-builder","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-spreadsheet-formula-builder\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-spreadsheets","sharepoint:sharepoint-spreadsheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-spreadsheets\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-spreadsheets","sharepoint:sharepoint-spreadsheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-spreadsheets\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-word-docs","sharepoint:sharepoint-word-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-word-docs\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-word-docs","sharepoint:sharepoint-word-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-word-docs\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack","slack:slack","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack","slack:slack","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-channel-summarization","slack:slack-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack-channel-summarization\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-channel-summarization","slack:slack-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-channel-summarization\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-daily-digest","slack:slack-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack-daily-digest\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-daily-digest","slack:slack-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-daily-digest\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-notification-triage","slack:slack-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack-notification-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-notification-triage","slack:slack-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-notification-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-outgoing-message","slack:slack-outgoing-message","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack-outgoing-message\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-outgoing-message","slack:slack-outgoing-message","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-outgoing-message\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-reply-drafting","slack:slack-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\slack\0.1.2\skills\slack-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:slack-reply-drafting","slack:slack-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams","teams:teams","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams","teams:teams","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-channel-summarization","teams:teams-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-channel-summarization\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-channel-summarization","teams:teams-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-channel-summarization\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-daily-digest","teams:teams-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-daily-digest\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-daily-digest","teams:teams-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-daily-digest\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-messages","teams:teams-messages","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-messages\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-messages","teams:teams-messages","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-messages\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-notification-triage","teams:teams-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-notification-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-notification-triage","teams:teams-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-notification-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-planner-task-management","teams:teams-planner-task-management","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-planner-task-management\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-planner-task-management","teams:teams-planner-task-management","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-planner-task-management\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-reply-drafting","teams:teams-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\teams\0.1.3\skills\teams-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:teams-reply-drafting","teams:teams-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:url-to-code","product-design:url-to-code","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\url-to-code\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:user-context","chatgpt-global:user-context","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\user-context\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:user-context","data-analytics:user-context","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\user-context\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:user-context","product-design:user-context","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\user-context\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:validate-data","data-analytics:validate-data","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\validate-data\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:visualize-data","data-analytics:visualize-data","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\visualize-data\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:yeet","github:yeet","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\yeet\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:yeet","github:yeet","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\yeet\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"pdf","openai-primary-runtime:pdf","C:\Users\enzo1\.codex\plugins\cache\openai-primary-runtime\pdf\26.614.11602\skills\pdf\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"subagent-driven-development","superpowers:subagent-driven-development","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\subagent-driven-development\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"writing-plans","superpowers:writing-plans","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\writing-plans\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
