"item_id","item_type","source_surface","source_path","display_name","carril","status","owner_agent","reviewer_agent","requires_live","requires_secret","requires_mcp","requires_openai","requires_data_analytics","gate_required","runner_or_command","validator","evidence","rollback","stop_condition","notes"
"chatgpt-global:outlook-email-shared-mailboxes","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\outlook-email\0.1.2\skills\outlook-email-shared-mailboxes\SKILL.md","outlook-email-shared-mailboxes","SHAREPOINT_GUARD","PLUGIN_CACHE_REFERENCE","anubis.frontier_guardian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Work with delegated or shared Outlook Email mailboxes. Use when the user explicitly wants to read another mailbox, send from or on behalf of a shared mailbox, mark shared mail read or unread, move shared mail, or browse folders in a shared mailbox."
"chatgpt-global:outlook-email-subscription-cleanup","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\outlook-email\0.1.2\skills\outlook-email-subscription-cleanup\SKILL.md","outlook-email-subscription-cleanup","SHAREPOINT_GUARD","PLUGIN_CACHE_REFERENCE","anubis.frontier_guardian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Clean up Outlook newsletters and recurring subscription email safely. Use when the user wants to unsubscribe, separate newsletters from human mail, move recurring senders into folders, or organize low-signal subscription traffic without losing important messages."
"chatgpt-global:outlook-email-task-extraction","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\outlook-email\0.1.2\skills\outlook-email-task-extraction\SKILL.md","outlook-email-task-extraction","SHAREPOINT_GUARD","PLUGIN_CACHE_REFERENCE","anubis.frontier_guardian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Extract action items, deadlines, commitments, and owners from Outlook email threads and mailbox searches. Use when the user wants a task list from one thread, several related messages, or a mailbox slice, including who owes what and when."
"chatgpt-global:product-business-analysis","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\product-business-analysis\SKILL.md","product-business-analysis","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Analyze product or business data to inform decisions with focused quantitative work, decision-relevant context, measurable opportunities, and a clear recommendation. Use when the user needs data-backed evidence to choose a direction, prioritize an opportunity, evaluate a change, understand implications, or decide what to do next; not for routine KPI reporting, metric diagnostics, or dashboard building."
"chatgpt-global:prototype","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\prototype\SKILL.md","prototype","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Route coded prototype requests after Product Design get-context has confirmed the design brief. Use for building prototypes from URLs, images, mockups, Figma, existing code, or ideas that need visual exploration before build."
"chatgpt-global:report-to-google-doc","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\build-report\report-to-google-doc\SKILL.md","report-to-google-doc","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing local or blob-hosted HTML analytics report into a Google Doc, DOCX, or shareable document."
"chatgpt-global:report-to-google-slides","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\build-report\report-to-google-slides\SKILL.md","report-to-google-slides","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing HTML analytics report into a native Google Slides deck."
"chatgpt-global:report-to-pdf","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\build-report\report-to-pdf\SKILL.md","report-to-pdf","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing Data Analytics report, dashboard, or inline chart export into a PDF artifact."
"chatgpt-global:research","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\research\SKILL.md","research","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Run fast, source-grounded UX research on the highest-signal problems users are experiencing with a user-specified digital product. Use when the user asks to research user pain, UX friction, onboarding issues, docs/help problems, developer experience friction, support pain, product workflow issues, or current user complaints for a named product."
"chatgpt-global:share","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\share\SKILL.md","share","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Share a runnable prototype using the user's preferred deployment tool."
"chatgpt-global:sharepoint","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint\SKILL.md","sharepoint","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Inspect Microsoft SharePoint context, discover the right site or library, and prepare safe changes. Use when the user wants site, page, or file review, ownership and status extraction, or change planning before editing content, navigation, or information architecture."
"chatgpt-global:sharepoint-powerpoint","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-powerpoint\SKILL.md","sharepoint-powerpoint","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Create, edit, restyle, and review PowerPoint `.pptx` files fetched from SharePoint, with emphasis on style preservation, slide cloning, theme-aware updates, and rendered visual QA. Use when the user wants reliable slide edits that should match an existing deck's design language."
"chatgpt-global:sharepoint-shared-doc-maintenance","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-shared-doc-maintenance\SKILL.md","sharepoint-shared-doc-maintenance","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Maintain shared SharePoint strategy, roadmap, planning, or status documents from changing source documents. Use when the user wants cross-document synthesis, source-of-truth propagation, or targeted updates to a maintained shared document."
"chatgpt-global:sharepoint-site-discovery","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-site-discovery\SKILL.md","sharepoint-site-discovery","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Resolve the right SharePoint site, library, and folder before file work. Use when the user needs to find the right site context, browse a known site, inspect document libraries, or narrow the correct folder before fetching or editing a file."
"chatgpt-global:sharepoint-spreadsheet-formula-builder","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-spreadsheet-formula-builder\SKILL.md","sharepoint-spreadsheet-formula-builder","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Design, repair, and roll out formulas in SharePoint-hosted workbooks with connector-aware retrieval, validation, and upload discipline. Use when the user wants to add a formula column, fix a broken formula, choose between a fill-down formula and a spill formula, build a lookup or filter formula, or reuse workbook logic safely."
"chatgpt-global:sharepoint-spreadsheets","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-spreadsheets\SKILL.md","sharepoint-spreadsheets","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Edit SharePoint-hosted spreadsheet files while preserving workbook structure, formulas, and formatting. Use when the user wants to update a real spreadsheet in SharePoint rather than summarize extracted sheet text."
"chatgpt-global:sharepoint-word-docs","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\sharepoint\0.1.2\skills\sharepoint-word-docs\SKILL.md","sharepoint-word-docs","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Edit SharePoint-hosted Word `.docx` files while preserving document structure and styling. Use when the user wants to update a real Word document in SharePoint rather than summarize it as plain text."
"chatgpt-global:slack","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack\SKILL.md","slack","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Read Slack context, route to the right Slack workflow, and prepare or perform Slack writes that match the user's intent."
"chatgpt-global:slack-channel-summarization","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-channel-summarization\SKILL.md","slack-channel-summarization","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Summarize activity from one Slack channel and return a concise recap, post-ready update, or summary doc."
"chatgpt-global:slack-daily-digest","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-daily-digest\SKILL.md","slack-daily-digest","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Create a daily Slack digest from selected channels or topics. Use when the user asks for a daily Slack recap or summary of today's Slack activity."
"chatgpt-global:slack-notification-triage","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-notification-triage\SKILL.md","slack-notification-triage","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Triage recent Slack activity into a priority queue or task list for the user."
"chatgpt-global:slack-outgoing-message","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-outgoing-message\SKILL.md","slack-outgoing-message","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Primary skill for composing, drafting, or refining any outbound Slack content. Use this whenever the task will require using `slack_send_message`, `slack_send_message_draft`, or `slack_create_canvas`. Use `slack` to read or analyze Slack context; use this skill to produce the final outgoing message."
"chatgpt-global:slack-reply-drafting","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\slack\0.1.2\skills\slack-reply-drafting\SKILL.md","slack-reply-drafting","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Draft Slack replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"chatgpt-global:teams","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams\SKILL.md","teams","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Summarize Microsoft Teams conversations, triage unread or recent activity, draft follow-ups, and manage Planner tasks through connected Teams data. Use when the user wants to review chats or channels, identify owners and next steps, prepare a safe reply or post, or turn Teams follow-ups into Microsoft Planner tasks."
"chatgpt-global:teams-channel-summarization","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-channel-summarization\SKILL.md","teams-channel-summarization","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Summarize activity from one Microsoft Teams channel or one scoped Teams conversation and return a concise recap or post-ready follow-up."
"chatgpt-global:teams-daily-digest","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-daily-digest\SKILL.md","teams-daily-digest","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Create a daily Microsoft Teams digest from selected chats, channels, or workstreams. Use when the user asks for a daily Teams recap or summary of today's Teams activity."
"chatgpt-global:teams-messages","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-messages\SKILL.md","teams-messages","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Compose, route, draft, or send Microsoft Teams messages with exact destination resolution, real user mentions, and Teams-native DM or channel routing."
"chatgpt-global:teams-notification-triage","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-notification-triage\SKILL.md","teams-notification-triage","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Triage recent Microsoft Teams activity into a priority queue or task list for the user."
"chatgpt-global:teams-planner-task-management","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-planner-task-management\SKILL.md","teams-planner-task-management","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Review and manage Microsoft Planner tasks from Teams workflows. Use when the user wants to inspect plans or buckets, create tasks from follow-ups, update task fields, or safely delete a Planner task."
"chatgpt-global:teams-reply-drafting","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\teams\0.1.2\skills\teams-reply-drafting\SKILL.md","teams-reply-drafting","SHAREPOINT_GUARD","ON_DEMAND_GATED","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Draft Microsoft Teams replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"chatgpt-global:url-to-code","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\url-to-code\SKILL.md","url-to-code","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Clone a live URL as a runnable frontend-only local app using Browser/Chrome source evidence after Product Design get-context has confirmed the design brief."
"chatgpt-global:user-context","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\user-context\SKILL.md","user-context","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Load or manage the Data Analytics plugin's durable source-routing preferences, onboarding logic, setup progress, and semantic-layer registry."
"chatgpt-global:user-context","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\user-context\SKILL.md","user-context","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Load or manage Product Design's saved user context. Use when the user asks to set up Product Design, get started, onboard, save product or design sources, see what Product Design remembers, update saved context, or remember Product Design preferences. Examples include product URLs, Figma files, screenshots, reference images, codebase paths, Storybook, tokens, design systems, brand assets, and general product/design notes."
"chatgpt-global:validate-data","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\validate-data\SKILL.md","validate-data","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","QA an analysis before sharing: review methodology, metric definitions, SQL/query logic, calculation checks, chart integrity, bias risks, caveats, reproducibility, and whether conclusions are supported by evidence. Use when reviewing a report, notebook, spreadsheet, SQL query/results, dashboard, chart, recommendation, or stakeholder-ready analysis before presentation or publication."
"chatgpt-global:visualize-data","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\visualize-data\SKILL.md","visualize-data","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Design, specify, implement, revise, and QA quantitative visuals and chart choices. Use when an analytical answer needs visual judgment; for example comparing values, showing how a total breaks apart, reading concentration in a ranking, or understanding movement over time. This may mean rendering a chart for a report or dashboard, or simply choosing, rendering and QAing the right chart form for an inline answer."
"chatgpt-global:yeet","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\github\0.1.2\skills\yeet\SKILL.md","yeet","REPO_RECOVERY","PLUGIN_CACHE_REFERENCE","rey.repo_cartographer","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient."
"cierre-wave-documental","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cierre-wave-documental\SKILL.md","cierre-wave-documental","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Absorbs a documented wave into a hito, index, trace, and readback; use when a wave already has local evidence and needs a durable closeout, visible navigation, and a short next delta."
"circleci:chunk","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\chunk\SKILL.md","chunk","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use CircleCI Chunk for AI-assisted CI/CD work through either the Chunk web UI or the chunk-cli. Trigger this skill when users ask to set up Chunk, troubleshoot or fix failing builds with Chunk, configure Chunk environments, schedule/proactively run Chunk tasks, or use chunk-cli commands such as init, validate, build-prompt, auth, sandbox, task, and skill install."
"circleci:circleci-builds","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\builds\SKILL.md","circleci-builds","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Diagnose and fix failing CircleCI builds quickly and safely. Use when users ask to investigate failed CircleCI jobs, triage flaky pipelines, identify root causes from logs, and implement minimal fixes in configuration, test setup, or build-related code paths."
"circleci:circleci-cli","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\openai-curated\circleci\202e9242\skills\cli\SKILL.md","circleci-cli","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Operate and troubleshoot CircleCI using the CircleCI CLI. Use when users ask to authenticate CLI access, inspect pipeline/workflow/job status, validate configuration locally, rerun pipelines/jobs, trigger pipelines, or gather actionable diagnostics from CLI outputs."
