"path","root","extension","size_bytes","git_state","read_state","file_kind","theme_primary","theme_secondary","sdu_agent_owner","version_wave","gate_id","target_repo","surface","status_detected","live_boundary","owner_required","rollback_required","postcheck_required","canonical_role","reconciliation_decision","next_action","notes"
"operativa/archive/legacy-root/20260622/GATE_0.2.0_DATAVERSE_RUNTIME_ACTION_7_CLASSIFICATION_20260622.csv","operativa",".csv","1124","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;microsoft;sdu-runtime;agents;inventory","Anubis","0.2.x","GATE_0.2.0","","GitHub","","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.0_OWNER_DECISION_20260622.md","operativa",".md","814","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;microsoft;sdu-runtime;agents;security-boundary","Anubis","0.2.x","GATE_0.2.0","","GitHub","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.1_CHANGE_AWARE_CABINA_SYNC_MATRIX_20260622.csv","operativa",".csv","497","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","multirepo","","Anubis","0.2.x","GATE_0.2.1","universo-rey/cabina-universal-d","Local","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.1_CHANGE_AWARE_CABINA_SYNC_PACKET_20260622.md","operativa",".md","1164","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;codex;security-boundary;multirepo","Anubis","0.2.x","GATE_0.2.1","universo-rey/cabina-universal-d","GitHub","","LOCAL_OR_UNSPECIFIED","false","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.10_SDU_CN_VALIDATOR_REGISTRATION_MATRIX_20260622.csv","operativa",".csv","412","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime","Thot","0.2.x","GATE_0.2.10","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.10_SDU_CN_VALIDATOR_REGISTRATION_PACKET_20260622.md","operativa",".md","421","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;sdu-runtime;security-boundary","Anubis","0.2.x","GATE_0.2.10","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.11_LOCAL_AGENT_MEMORY_BOUNDARY_MATRIX_20260622.csv","operativa",".csv","512","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","agents;security-boundary","Anubis","0.2.x","GATE_0.2.11","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.11_LOCAL_AGENT_MEMORY_BOUNDARY_PACKET_20260622.md","operativa",".md","421","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","agents;security-boundary","Anubis","0.2.x","GATE_0.2.11","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.12_LOCAL_BRIDGE_AUTH_VALIDATOR_MATRIX_20260622.csv","operativa",".csv","604","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime","Thot","0.2.x","GATE_0.2.12","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.12_LOCAL_BRIDGE_AUTH_VALIDATOR_PACKET_20260622.md","operativa",".md","478","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime;security-boundary","Anubis","0.2.x","GATE_0.2.12","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.13_AGILE_CANVAS_POSTCHECK_MATRIX_20260622.csv","operativa",".csv","412","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","","Anubis","0.2.x","GATE_0.2.13","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.13_AGILE_CANVAS_POSTCHECK_PACKET_20260622.md","operativa",".md","389","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary","Anubis","0.2.x","GATE_0.2.13","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.14_DEPENDABOT_PR_REVIEW_MATRIX_20260622.csv","operativa",".csv","1394","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;agents;inventory","Thot","0.2.x","GATE_0.2.14","universo-rey/projec-cdx","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.14_DEPENDABOT_PR_REVIEW_PACKET_20260622.md","operativa",".md","570","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;agents;inventory","Thot","0.2.x","GATE_0.2.14","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.2_PR130_CONSTITUTION_DRIFT_MATRIX_20260622.csv","operativa",".csv","389","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","agents;multirepo","Anubis","0.2.x","GATE_0.2.2","universo-rey/cabina-universal-d","Dataverse","","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.2_PR130_CONSTITUTION_SYNC_PACKET_20260622.md","operativa",".md","1126","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;codex;agents;security-boundary;multirepo","Anubis","0.2.x","GATE_0.2.2","universo-rey/cabina-universal-d","GitHub","","LOCAL_OR_UNSPECIFIED","false","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.3_GITHUB_LABELS_DEPENDABOT_MATRIX_20260622.csv","operativa",".csv","568","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","","Anubis","0.2.x","GATE_0.2.3","universo-rey/projec-cdx","GitHub","","LOCAL_OR_UNSPECIFIED","false","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.3_GITHUB_LABELS_DEPENDABOT_PACKET_20260622.md","operativa",".md","918","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;security-boundary","Anubis","0.2.x","GATE_0.2.3","universo-rey/projec-cdx","GitHub","","GATED_EXTERNAL_CONTEXT","false","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.4_SDU_CN_ISSUE_PREP_ALIGNMENT_MATRIX_20260622.csv","operativa",".csv","713","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","sdu-runtime;agents;multirepo","Anubis","0.2.x","GATE_0.2.4","SeshatSgin/seshat-bootstrap-sdu-cn","GitHub","","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.4_SDU_CN_ISSUE_PREP_ALIGNMENT_PACKET_20260622.md","operativa",".md","1111","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;sdu-runtime;agents;security-boundary;multirepo","Anubis","0.2.x","GATE_0.2.4","SeshatSgin/seshat-bootstrap-sdu-cn","GitHub","","LOCAL_OR_UNSPECIFIED","false","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.5_DATAVERSE_DEV_ENV_PRECHECK_MATRIX_20260622.csv","operativa",".csv","790","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary;multirepo","Anubis","0.2.x","GATE_0.2.5","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.5_DATAVERSE_DEV_ENV_PRECHECK_PACKET_20260622.md","operativa",".md","635","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime;security-boundary","Anubis","0.2.x","GATE_0.2.5","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.6_POWER_AUTOMATE_VALIDATOR_ENFORCEMENT_MATRIX_20260622.csv","operativa",".csv","754","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","multirepo","Anubis","0.2.x","GATE_0.2.6","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","true","true","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.6_POWER_AUTOMATE_VALIDATOR_ENFORCEMENT_PACKET_20260622.md","operativa",".md","473","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","","Thot","0.2.x","GATE_0.2.6","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.7_CABINA_RUNTIME_CONNECTIONS_CI_FAILURE_MATRIX_20260622.csv","operativa",".csv","634","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","sdu-runtime;agents;multirepo","Horus","0.2.x","GATE_0.2.7","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.7_CABINA_RUNTIME_CONNECTIONS_CI_FAILURE_PACKET_20260622.md","operativa",".md","417","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;sdu-runtime;agents;security-boundary","Anubis","0.2.x","GATE_0.2.7","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.8_SDU_CN_GATE_ID_CANONICALIZATION_PACKET_20260622.md","operativa",".md","526","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime","Thot","0.2.x","GATE_0.2.8","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.8_SDU_CN_GATE_ID_CROSSWALK_20260622.csv","operativa",".csv","574","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime","Thot","0.2.x","GATE_0.2.8","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.9_SDU_CN_LIVE_DRAFT_TOOL_ENUM_PACKET_20260622.md","operativa",".md","549","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;microsoft;sdu-runtime;agents;security-boundary;inventory","Anubis","0.2.x","GATE_0.2.9","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.2.9_SDU_CN_TOOL_ENUM_ALIGNMENT_MATRIX_20260622.csv","operativa",".csv","1170","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","microsoft;sdu-runtime;agents;security-boundary","Anubis","0.2.x","GATE_0.2.9","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","GATE_LAYER","KEEP_CLOSED_PREP_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.0_GITHUB_LABELS_EXECUTION_MATRIX_20260622.csv","operativa",".csv","856","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","security-boundary","Anubis","0.3.x","GATE_0.3.0","universo-rey/projec-cdx","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","false","true","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.0_GITHUB_LABELS_POSTCHECK_20260622.json","operativa",".json","944","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","security-boundary","Anubis","0.3.x","GATE_0.3.0","universo-rey/projec-cdx","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.0_GITHUB_LABELS_PRESTATE_20260622.json","operativa",".json","642","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","security-boundary","Anubis","0.3.x","GATE_0.3.0","universo-rey/projec-cdx","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.0_OWNER_AUTHORIZATION_20260622.md","operativa",".md","1315","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","security-boundary","Anubis","0.3.x","GATE_0.3.0","universo-rey/projec-cdx","GitHub","","GATED_EXTERNAL_CONTEXT","true","true","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.10_BRIDGE_AUTH_VALIDATOR_PATCH_MATRIX_20260622.csv","operativa",".csv","678","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","sdu-runtime","","Anubis","0.3.x","GATE_0.3.10","","Local","PASS","GATED_EXTERNAL_CONTEXT","false","true","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.10_BRIDGE_AUTH_VALIDATOR_PATCH_PACKET_20260622.md","operativa",".md","436","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","sdu-runtime;security-boundary","Anubis","0.3.x","GATE_0.3.10","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.12_DEPENDABOT_PR_REVIEW_EXECUTION_MATRIX_20260622.csv","operativa",".csv","1794","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","agents;inventory","Horus","0.3.x","GATE_0.3.12","universo-rey/projec-cdx","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.13_CABINA_RUNTIME_CI_TRIAGE_MATRIX_20260622.csv","operativa",".csv","928","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","dataverse;sdu-runtime;agents","Thot","0.3.x","GATE_0.3.13","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.15_BRIDGE_LOOPBACK_MCP_GATING_MATRIX_20260622.csv","operativa",".csv","728","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","microsoft","multirepo","Anubis","0.3.x","GATE_0.3.15","","Microsoft","PASS","GATED_EXTERNAL_CONTEXT","true","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.15_BRIDGE_LOOPBACK_MCP_GATING_PACKET_20260622.md","operativa",".md","468","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","microsoft;codex;security-boundary","Anubis","0.3.x","GATE_0.3.15","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.16_GOVERNANCE_CI_PATH_COVERAGE_MATRIX_20260622.csv","operativa",".csv","534","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","multirepo","Horus","0.3.x","GATE_0.3.16","","GitHub","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.16_GOVERNANCE_CI_PATH_COVERAGE_PACKET_20260622.md","operativa",".md","350","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary","Anubis","0.3.x","GATE_0.3.16","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.17_NO_PS_VALIDATOR_WIRING_MATRIX_20260622.csv","operativa",".csv","460","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","unclassified","","Horus","0.3.x","GATE_0.3.17","","Local","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.17_NO_PS_VALIDATOR_WIRING_PACKET_20260622.md","operativa",".md","324","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary","Anubis","0.3.x","GATE_0.3.17","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.18_MCP_CODEX_CLOUD_PREFLIGHT_CHECKOUT_MATRIX_20260622.csv","operativa",".csv","659","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","github","microsoft;codex;multirepo","Horus","0.3.x","GATE_0.3.18","","GitHub","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.18_MCP_CODEX_CLOUD_PREFLIGHT_CHECKOUT_PACKET_20260622.md","operativa",".md","372","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","microsoft","codex;security-boundary","Anubis","0.3.x","GATE_0.3.18","","Microsoft","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.19_LOCAL_SYNTHETIC_HARNESS_MATRIX_20260622.csv","operativa",".csv","606","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","agents","multirepo;inventory","Horus","0.3.x","GATE_0.3.19","","Local","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.19_LOCAL_SYNTHETIC_HARNESS_PACKET_20260622.md","operativa",".md","369","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary","Anubis","0.3.x","GATE_0.3.19","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.20_CHANGE_AWARE_EVIDENCE_REFRESH_MATRIX_20260622.csv","operativa",".csv","419","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","multirepo","Thot","0.3.x","GATE_0.3.20","","Dataverse","","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.20_CHANGE_AWARE_EVIDENCE_REFRESH_PACKET_20260622.md","operativa",".md","349","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","security-boundary","multirepo","Anubis","0.3.x","GATE_0.3.20","","Local","","GATED_EXTERNAL_CONTEXT","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.4_DATAVERSE_DEV_PRECHECK_PATCH_MATRIX_20260622.csv","operativa",".csv","621","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","multirepo","Anubis","0.3.x","GATE_0.3.4","","Dataverse","BLOCKED","GATED_EXTERNAL_CONTEXT","false","true","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.4_DATAVERSE_DEV_PRECHECK_PATCH_PACKET_20260622.md","operativa",".md","499","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","multirepo","Anubis","0.3.x","GATE_0.3.4","","Dataverse","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.5_POWER_AUTOMATE_VALIDATOR_PATCH_MATRIX_20260622.csv","operativa",".csv","576","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","unclassified","","Anubis","0.3.x","GATE_0.3.5","","Local","BLOCKED","LOCAL_OR_UNSPECIFIED","false","false","true","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.3.5_POWER_AUTOMATE_VALIDATOR_PATCH_PACKET_20260622.md","operativa",".md","403","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","dataverse","security-boundary","Anubis","0.3.x","GATE_0.3.5","","Dataverse","BLOCKED","GATED_EXTERNAL_CONTEXT","false","false","false","GATE_LAYER","KEEP_CLOSED_EXTERNAL_GATE_HISTORY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260622/GATE_0.4.0_BRIDGE_AUTH_VALIDATOR_PATCH_PLAN_20260622.csv","operativa",".csv","975","TRACKED_CLEAN","CONTENT_SCANNED","GATE_EVIDENCE","sdu-runtime","agents;multirepo","Anubis","0.4.x","GATE_0.4.0","universo-rey/cabina-universal-d","Local","READY_FOR_REMOTE_PATCH_AUTHORIZATION","GATED_EXTERNAL_CONTEXT","false","true","true","GATE_LAYER","KEEP_REMOTE_PATCH_WAVE_PACKET","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
