"captured_at_local","name","workflowid","category","statecode","statuscode","type","created_on","modified_on","classification","source"
"2026-06-16T17:57:17-03:00","CheckIfEmailResponseTemplateEntityTypeMatch","fde2f2c4-1fcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:02:10","28/11/2025 06:02:10","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckIfSLAOwnerIsActiveOrInactive","04e3f2c4-1fcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:02:10","28/11/2025 06:02:10","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Customer Service Health: registrar reglas de estado de la solución Customer Service","0be3f2c4-1fcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:02:10","28/11/2025 06:02:10","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Validar y asignar divisa de BCR","7e009fad-25cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:44:29","28/11/2025 06:44:29","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckAnyUserIsIntegrationUser","3e542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:51","28/11/2025 06:48:51","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckFetchXmlAndLayoutXmlOfSavedQueries","44542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:51","28/11/2025 06:48:51","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckIfSalesFormsFromUnmanagedLayer","4a542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:52","28/11/2025 06:48:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckOrgSettingIsSOPIntegrationEnabled","50542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:52","28/11/2025 06:48:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckOrgSettingOOBPriceCalculationEnabled","56542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:52","28/11/2025 06:48:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckReqRibbonCommandDef","5c542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:52","28/11/2025 06:48:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CheckReqWebResourceOnSystemForm","62542748-26cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 06:48:52","28/11/2025 06:48:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetSalesRowSummary","b4827166-28cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:03:56","28/11/2025 07:03:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","msdyn_CreateApmEventHandler","33aa48de-2bcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:28:52","28/11/2025 07:28:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","msdyn_getAppConfig","87aa48de-2bcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:28:52","28/11/2025 07:28:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","msdyn_getAppConfigByContext (en desuso)","b7aa48de-2bcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:28:52","28/11/2025 07:28:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","msdyn_getIslandUrl","f2aa48de-2bcc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:28:52","28/11/2025 07:28:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","msdyn_GetCecCompatibilityForOmniChannel","078b0ffe-2ccc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 07:36:54","28/11/2025 07:36:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Enable SharePoint","5781ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:37","28/11/2025 08:11:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetRecordUsers","6081ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:37","28/11/2025 08:11:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IsMSTeamsUserSyncFeatureEnabled","6881ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:37","28/11/2025 08:11:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Is SharePoint Enabled","7081ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:37","28/11/2025 08:11:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Provision SharePoint Document Libraries","7a81ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:37","28/11/2025 08:11:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Set SharePoint Document Status","8381ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:38","28/11/2025 08:11:38","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Set Teams Document Status","8c81ead7-31cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:11:38","28/11/2025 08:11:38","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetAISuggestedContact","5c132ddd-32cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:18:55","28/11/2025 08:18:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetContactsFromAssociatedConversations","62132ddd-32cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:18:55","28/11/2025 08:18:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetContactsFromTimeline","68132ddd-32cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:18:55","28/11/2025 08:18:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetSuggestedContacts","6e132ddd-32cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:18:55","28/11/2025 08:18:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Solo para uso interno. Realiza operaciones de API de validación de datos.","07e06070-33cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:23:03","28/11/2025 08:23:03","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Habilitar la validación de datos","0ee06070-33cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:23:03","28/11/2025 08:23:03","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Comprobar si la validación de datos está habilitada","18e06070-33cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:23:03","28/11/2025 08:23:03","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastApi","5a044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:44","28/11/2025 08:27:44","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastGenerateHierarchy","60044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:44","28/11/2025 08:27:44","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastInstanceActions","66044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:44","28/11/2025 08:27:44","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastRecalculate","6c044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:45","28/11/2025 08:27:45","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastRecalculateAll","72044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:45","28/11/2025 08:27:45","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ForecastRecalculateAsync","78044c1c-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:27:45","28/11/2025 08:27:45","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Opportunity Forecast Category Mapping Process","7e044c1c-34cc-f011-8543-002248028cf4","0","1","2","2","28/11/2025 08:27:45","28/11/2025 08:27:45","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetContactsForOptyConnectedSalesTeamMember","3801414f-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:29:14","28/11/2025 08:29:14","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetContactsForOptyConnectedSalesTeamMemberInteractedTimeline","3e01414f-34cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:29:15","28/11/2025 08:29:15","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights CES API Handler","ad0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:51","28/11/2025 08:34:51","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Crear modelo de predicción de oportunidades similares de Sales Insights","b40f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Execute the Recurring Sales Operation","ba0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ejecutar solicitud de SI de Sales Insights","c00f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ejecutar solicitud de datos de ejemplo SI de Sales Insights","c60f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Comentarios de Sales Insights","cc0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Optar por no recibir RGPD de contacto de Sales Insights","d20f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:52","28/11/2025 08:34:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Optar por no recibir RGPD de cliente potencial de Sales Insights","da0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Optar por no recibir RGPD de usuario de Sales Insights","e20f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de conector de ACI Mars de Sales Insights","ea0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de aceptación legal de Sales Insights","f00f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights get ODOS feature enabled roles","f60f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insight get ODOS feature provisioning status","fc0f131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:53","28/11/2025 08:34:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights fetch premium org status based on siaddon solution installed","0210131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de FCB de RICommon de Sales Insights","0810131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de aprovisionamiento de RI de Sales Insights","0e10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener punto de conexión de inquilino de RI de Sales Insights","1410131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener dirección URL base de servicio de Sales Insights","1a10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights get Feature configuration","2010131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de licencia de SI de Sales Insights","2610131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:54","28/11/2025 08:34:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado del paquete SI de Sales Insights","2d10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:55","28/11/2025 08:34:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights Install SI Solution","3310131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:55","28/11/2025 08:34:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar valores de KPI de DCI de Sales Insights","3910131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:55","28/11/2025 08:34:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar valores de KPI de RI de Sales Insights","3f10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:55","28/11/2025 08:34:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar valores de tipo de DCI de Sales Insights","4510131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:55","28/11/2025 08:34:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights execute customer notification request","4b10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights execute sandbox request","5110131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights Get Euclid Consent Status","5710131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights start customer notifications workflow","5d10131b-35cc-f011-8543-002248028cf4","0","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Establecer estado de característica de Sales Insights","6110131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Establecer estado de aceptación legal de Sales Insights","6710131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Obtener estado de FCB de Sales Insights","6d10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:56","28/11/2025 08:34:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights start ODOS deprovisioning","7310131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights start ODOS provisioning","7910131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Iniciar aprovisionamiento de RI de Sales Insights","7f10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Actualizar configuración de característica de Sales Insights","8510131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights update ODOS feature enabled roles","8b10131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Actualizar información de inquilino de RI de Sales Insights","9110131b-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:34:57","28/11/2025 08:34:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Dismiss EmailInfra based ActionCards","892c22fc-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:41:16","28/11/2025 08:41:16","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Snooze EmailInfra based ActionCards","942c22fc-35cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:41:16","28/11/2025 08:41:16","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ActionCardActionLogger","35e15134-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:42:49","28/11/2025 08:42:49","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ActionCardActionStatCleanupJob","3be15134-36cc-f011-8543-002248028cf4","0","1","2","2","28/11/2025 08:42:50","28/11/2025 08:42:50","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ActionCardStatAggregator","40e15134-36cc-f011-8543-002248028cf4","0","1","2","2","28/11/2025 08:42:50","28/11/2025 08:42:50","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","DeleteFlow","45e15134-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:42:50","28/11/2025 08:42:50","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","rankingactivity","4be15134-36cc-f011-8543-002248028cf4","0","1","2","2","28/11/2025 08:42:50","28/11/2025 08:42:50","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights AddSuggestedCards","d46c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:58","28/11/2025 08:44:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetAutoCaptureUri","da6c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:58","28/11/2025 08:44:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetOrganizationProvisioningStatus","e06c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:58","28/11/2025 08:44:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights GetTimeLineRecords","e66c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:58","28/11/2025 08:44:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights GetUserConsentStatus","ec6c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights PostOperationRevokeUsrConsent","f26c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","PostOrganizationProvisioningStatus","f96c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","PostRetrieveRealTimeSuggestedActivities","ff6c9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights RetrieveActivities","056d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Actualizar configuración del cuadro de diálogo Captura automática","0b6d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights UpdateUserConsentBasedonSecurityRoles","116d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:44:59","28/11/2025 08:44:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights CreateSuggestedActivity","176d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights DismissSuggestedActivity","1d6d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CreateSuggestedContact","236d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights DismissSuggestedContact","296d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights EditAndSaveSuggestedContact","2f6d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights QueryExchange","356d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Sales Insights TrackExchangeActivity","3b6d9684-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:45:00","28/11/2025 08:45:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetNotesAnalysis","f7d5bab0-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:46:17","28/11/2025 08:46:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","PerformNotesAnalysisAction","2dd6bab0-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:46:17","28/11/2025 08:46:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetTalkingPoints","c0c310e0-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:47:31","28/11/2025 08:47:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","SetTalkingPointLikedStatus","c6c310e0-36cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:47:32","28/11/2025 08:47:32","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Capturar valores de KPI de Sales Insights","9da002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:20","28/11/2025 08:53:20","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","McMcbyValues","a3a002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:20","28/11/2025 08:53:20","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar configuración de análisis de actividad de Sales Insights","a9a002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:21","28/11/2025 08:53:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar registro de elemento de KPI de Sales Insights","afa002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:21","28/11/2025 08:53:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Recuperar valores de KPI de Sales Insights para RGPD","b5a002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:21","28/11/2025 08:53:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","KPI de Get day de Sales Insights","bba002b0-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:53:21","28/11/2025 08:53:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","retrieveConnections","c30954f5-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:55:25","28/11/2025 08:55:25","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","sendFeedback","c90954f5-37cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:55:25","28/11/2025 08:55:25","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Trabajo en segundo plano de puntuación predictiva de Sales Insights","a4683055-38cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:58:01","28/11/2025 08:58:01","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Migración de datos de puntuación predictiva de Sales Insights","aa683055-38cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:58:01","28/11/2025 08:58:01","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","La puntuación predictiva de Sales Insights captura todos los modelos de predicción","b0683055-38cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:58:02","28/11/2025 08:58:02","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","La puntuación predictiva de Sales Insights obtiene datos de todos los atributos","b6683055-38cc-f011-8543-002248028cf4","3","1","2","2","28/11/2025 08:58:02","28/11/2025 08:58:02","live_rows_confirmed","dataverse_webapi_workflows"
