task_id,title,base_sha,branch,lane_id,lead_agent,owner_agent,reviewer_agent,read_scope,write_scope,lock_key,dependency,max_parallel,allowed_actions,blocked_actions,rollback,postcheck,evidence,validator,status,stop_condition
vsi.agent.task.026,Activar revision de guards del servidor local,9826bc0,codex/vsi-dashboard-runtime-stack,local_dashboard_server_endpoint_guard_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/server.mjs|local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_server_endpoint_guard_review,vsi.agent.task.025,1,run structured server endpoint guard review|verify loopback guards|verify dev auth guards|verify no-live responses|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|change server routes,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_server_endpoint_guards returns PASS with server_endpoint_guard_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,server_endpoint_guard_review_executed_validated
vsi.agent.task.027,Activar revision de cobertura de validadores,9826bc0,codex/vsi-dashboard-runtime-stack,local_dashboard_validator_coverage_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/README.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_validator_coverage_review,vsi.agent.task.026,1,run structured validator coverage review|verify contract coverage|verify validator coverage|verify test coverage|verify README and UI coverage|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|weaken validator coverage,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_validator_coverage returns PASS with validator_coverage_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,validator_coverage_review_executed_validated
vsi.agent.task.028,Activar revision de forma de errores,6b7cb2f,codex/vsi-dashboard-resilience-stack,local_dashboard_error_response_shape_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/server.mjs|local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_error_response_shape_review,vsi.agent.task.027,1,run structured error response shape review|verify blocked response status|verify live_executed false|verify payload limits|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|weaken error guards,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_error_response_shape returns PASS with error_response_shape_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,error_response_shape_review_executed_validated
vsi.agent.task.029,Activar revision de allowlist de postcheck,6b7cb2f,codex/vsi-dashboard-resilience-stack,local_dashboard_postcheck_allowlist_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_postcheck_allowlist_review,vsi.agent.task.028,1,run structured postcheck allowlist review|verify expected labels|verify safe command names|verify no external args|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|force push,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_postcheck_allowlist returns PASS with postcheck_allowlist_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,postcheck_allowlist_review_executed_validated
vsi.agent.task.030,Activar revision de bloqueo shell,6b7cb2f,codex/vsi-dashboard-resilience-stack,local_dashboard_shell_block_consistency_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/shellConnector.mjs|local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/matrices/routes_matrix.csv|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_shell_block_consistency_review,vsi.agent.task.029,1,run structured shell block consistency review|verify shell connector blocks|verify shell route blocks|verify shell contract|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|destructive action,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_shell_block_consistency returns PASS with shell_block_consistency_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,shell_block_consistency_review_executed_validated
vsi.agent.task.031,Activar revision de resumen del tablero,20ba3b7,codex/vsi-dashboard-observability-stack,local_dashboard_summary_consistency_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/README.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_summary_consistency_review,vsi.agent.task.030,1,run structured dashboard summary consistency review|verify local action ready count|verify queue execution counts|verify active lane status|preserve no-live boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|destructive action,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_dashboard_summary_consistency returns PASS with dashboard_summary_consistency_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,dashboard_summary_consistency_review_executed_validated
vsi.agent.task.032,Activar revision de estados de acciones locales,20ba3b7,codex/vsi-dashboard-observability-stack,local_action_status_consistency_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/README.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_action_status_consistency_review,vsi.agent.task.031,1,run structured local action status consistency review|verify action status values|verify action modes|verify required fields|preserve no-live boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|destructive action,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_local_action_status_consistency returns PASS with local_action_status_consistency_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,local_action_status_consistency_review_executed_validated
vsi.agent.task.033,Activar revision de cobertura de componentes readiness,20ba3b7,codex/vsi-dashboard-observability-stack,local_readiness_component_coverage_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/README.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_readiness_component_coverage_review,vsi.agent.task.032,1,run structured readiness component coverage review|verify component expected set|verify component uniqueness|verify readiness bundle coverage|preserve no-live boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|destructive action,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_readiness_component_coverage returns PASS with readiness_component_coverage_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,readiness_component_coverage_review_executed_validated
vsi.agent.task.034,Reconciliar gates existentes como carril visible,c122055,codex/vsi-visible-gate-lane,local_visible_gate_lane_reconciliation,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/src/localActions.mjs|.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATE_QUEUE_20260605.csv|.agents/codex/matrices/VSCODE_INSIDERS_AGILE_AGENT_CANVAS_GOVERNANCE_20260606.csv|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|local-agent-bridge/src/localActions.mjs|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_visible_gate_lane_reconciliation,vsi.agent.task.033,1,derive visible gate lane from existing gate_queue and Agile Canvas|render next gates in human dashboard|mark S-3.2 done with evidence|preserve no-live boundary|run local validators,create duplicate gate packets|execute Jira|call OpenAI API|call Microsoft Graph|run Power Platform apply|store secrets|production write,git restore -- local-agent-bridge/src/dashboardData.mjs local-agent-bridge/public/index.html local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py local-agent-bridge/src/localActions.mjs .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,GET /api/dashboard exposes visible_gate_lane with existing gates; human UI shows Proximos gates; live_executed=false,npm test plus bridge validator plus governance validators plus endpoint smoke,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,visible_gate_lane_reconciliation_executed_validated
vsi.agent.task.035,Activar revision de salud schema Canvas,60150dd,codex/vsi-canvas-schema-health-action,local_canvas_schema_health_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/bmm/sprint-status.json|.agileagentcanvas-context/discovery/product-brief.json|.agileagentcanvas-context/planning/prd.json|.agileagentcanvas-context/planning/epics.json|.agileagentcanvas-context/solutioning/requirements.json|.agileagentcanvas-context/testing/test-cases.json|.agileagentcanvas-context/testing/test-strategy.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_canvas_schema_health_review,vsi.agent.task.034,1,run structured canvas schema health review|verify seven drift-prone JSON artifacts|verify schema-compatible governed lane placement|preserve no-live boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|external sync,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_canvas_schema_health returns PASS with canvas_schema_health_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,canvas_schema_health_review_executed_validated
vsi.agent.task.036,Suspender Jira y avanzar siguientes gates,e445489,codex/vsi-jira-suspended-next-gates,local_jira_suspended_next_gate_lane,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,.agents/codex/orders/ORDER_VSI_JIRA_READ_20260606.md|.agents/codex/matrices/VSCODE_INSIDERS_AGILE_AGENT_CANVAS_GOVERNANCE_20260606.csv|local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,.agents/codex/orders/ORDER_VSI_JIRA_READ_20260606.md|.agents/codex/matrices/VSCODE_INSIDERS_AGILE_AGENT_CANVAS_GOVERNANCE_20260606.csv|local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_jira_suspended_next_gate_lane,vsi.agent.task.035,1,mark Jira as suspended by operator|exclude suspended Jira from visible next gates|preserve OpenAI Microsoft and Power Platform gated next lanes|run local validators,execute Jira|call OpenAI API|call Microsoft Graph|run Power Platform apply|store secrets|production write|external sync,git restore -- .agents/codex/orders/ORDER_VSI_JIRA_READ_20260606.md .agents/codex/matrices/VSCODE_INSIDERS_AGILE_AGENT_CANVAS_GOVERNANCE_20260606.csv local-agent-bridge/src/dashboardData.mjs local-agent-bridge/public/index.html local-agent-bridge/tests/mock_bridge_flow.mjs .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,GET /api/dashboard excludes jira_integration from visible_gate_lane; Agile Canvas keeps aac.jira as SUSPENDED_BY_OPERATOR; OpenAI and Microsoft gates remain visible; live_executed=false,endpoint smoke plus npm test plus order packet validator plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,jira_suspended_next_gate_lane_executed_validated
vsi.agent.task.037,Ejecutar OpenAI live smoke gobernado,1aae091,codex/vsi-openai-live-smoke-executed,openai_agents_sdk_live_smoke_execution,court.openai_dispatcher,codex.workspace_guardian,court.seshat_evidence,.agents/codex/orders/ORDER_VSI_OPENAI_LIVE_20260606.md|.agents/codex/readbacks/2026-06-07_vsi_openai_live_smoke_readback.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agents/codex/scripts/agents_sdk_functional_lifecycle_smoke.py|apps/sdu-agent-runtime,.agents/codex/orders/ORDER_VSI_OPENAI_LIVE_20260606.md|.agents/codex/readbacks/2026-06-07_vsi_openai_live_smoke_readback.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.openai_agents_sdk_live_smoke_execution,vsi.agent.task.036,1,execute governed OpenAI models.list smoke|execute Responses API synthetic smoke|execute Agents SDK Runner synthetic smoke|record sanitized evidence|run local validators,print secret|print response body|print agent output|use external SDK tools|create vector store|create persistent remote agent|call Microsoft live|production write|external sync,git restore -- .agents/codex/orders/ORDER_VSI_OPENAI_LIVE_20260606.md .agents/codex/readbacks/2026-06-07_vsi_openai_live_smoke_readback.md .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,agents_sdk_functional_lifecycle_smoke returns PASS; response_bodies_printed=false; agent_output_printed=false; secrets_printed=false; local validators pass,OpenAI live smoke output sanitized plus npm test plus order packet validator plus governance validators,python .agents/codex/scripts/agents_sdk_functional_lifecycle_smoke.py|npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LIVE_VALIDATED,openai_agents_sdk_live_smoke_executed_validated
vsi.agent.task.038,Ejecutar Power Platform local dry-run con PAC,6c582e7,codex/vsi-power-platform-local-dry-run,power_platform_local_solution_pack,codex.workspace_guardian,rey.frontier_guardian,court.seshat_evidence,.agents/codex/orders/ORDER_VSI_POWER_PLATFORM_DRY_RUN_20260607.md|pac CLI|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution,.agents/codex/orders/ORDER_VSI_POWER_PLATFORM_DRY_RUN_20260607.md|.agents/codex/readbacks/2026-06-07_vsi_power_platform_local_dry_run_readback.md|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution/README.md|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution/VsiLocalSolution.cdsproj|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution/src/Other/Customizations.xml|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution/src/Other/Relationships.xml|.agents/codex/evals/fixtures/power-platform/VsiLocalSolution/src/Other/Solution.xml,lock.vsi.power_platform_local_solution_pack,vsi.agent.task.037,1,execute pac solution init on local synthetic fixture|execute pac solution pack locally|record sanitized evidence|version fixture source only,pac auth create|pac auth select|solution import|solution export from environment|flow enable disable|connector auth|dataverse write|tenant permission change|production write|version generated zip,git restore -- .agents/codex/orders/ORDER_VSI_POWER_PLATFORM_DRY_RUN_20260607.md .agents/codex/readbacks/2026-06-07_vsi_power_platform_local_dry_run_readback.md .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv .agents/codex/evals/fixtures/power-platform/VsiLocalSolution,pac solution pack creates local unmanaged zip; no tenant selected; no auth changed; no Dataverse write; no production,PAC local scaffold and pack output plus order packet validator plus diff check,pac solution pack|.agents/codex/tools/local_validate_order_packets.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,power_platform_local_solution_pack_executed_validated
