matrix_id,path,scope,primary_reader,update_rule
seed_connection_evidence,dataverse/data/seed_connection_evidence.csv,dataverse_connection_seed,court.seshat_evidence,update when seed evidence provenance rows change
connection_dedup_validation_report,validation/connections/CONNECTION_DEDUP_VALIDATION_REPORT.md,connection_dedup_validation,court.sdu_gate,update when dedup validation criteria or outcome changes
dataverse_connection_seed_prechecks,validation/connections/DATAVERSE_CONNECTION_SEED_PRECHECKS.md,dataverse_connection_seed_validation,court.sdu_gate,update when metadata-only seed prechecks change
dataverse_connection_seed_gates,validation/connections/DATAVERSE_CONNECTION_SEED_GATES.md,dataverse_connection_seed_validation,rey.frontier_guardian,update when Dataverse Microsoft production or secret gates change
readback_connection_registry_dedup_and_seed_prep,readbacks/connections/READBACK_CONNECTION_REGISTRY_DEDUP_AND_SEED_PREP.md,connection_dedup_closeout,court.seshat_evidence,update when connection dedup and Dataverse seed prep closeout changes
dataverse_connection_seed_batch_matrix,matrices/dataverse/DATAVERSE_CONNECTION_SEED_BATCH_MATRIX.csv,dataverse_dev_seed_batch,court.sdu_gate,update when Dataverse DEV metadata-only seed batch identity changes
dataverse_dev_environment_binding,matrices/dataverse/DATAVERSE_DEV_ENVIRONMENT_BINDING_MATRIX.csv,dataverse_dev_binding,rey.frontier_guardian,update when PAC profile DEV sandbox URL environment ID organization ID or tenant ID changes
dataverse_applied_table_model_dev,matrices/dataverse/DATAVERSE_APPLIED_TABLE_MODEL_DEV.csv,dataverse_dev_schema,court.thot_schema,refresh after Dataverse DEV table metadata apply or postcheck
dataverse_applied_field_model_dev,matrices/dataverse/DATAVERSE_APPLIED_FIELD_MODEL_DEV.csv,dataverse_dev_schema,court.thot_schema,refresh after Dataverse DEV field metadata apply or postcheck
dataverse_applied_key_model_dev,matrices/dataverse/DATAVERSE_APPLIED_KEY_MODEL_DEV.csv,dataverse_dev_schema,court.thot_schema,refresh after Dataverse DEV alternate key apply or postcheck
dataverse_dev_snapshot_export_summary,matrices/dataverse/DATAVERSE_DEV_SNAPSHOT_EXPORT_SUMMARY.csv,dataverse_dev_snapshot,court.seshat_evidence,update when Dataverse DEV batch snapshots are exported
dataverse_dev_connection_seed_drift_report,matrices/dataverse/DATAVERSE_DEV_CONNECTION_SEED_DRIFT_REPORT.csv,dataverse_dev_drift,court.sdu_gate,update after comparing Dataverse DEV snapshots against seed source files
parallel_work_queue_lane_plan,matrices/powerautomate/PARALLEL_WORK_QUEUE_LANE_PLAN.csv,powerautomate_work_queue_lanes,rey.control_plane_orchestrator,update when work queue lane lock dependency or live boundary changes
work_queue_environment_binding,matrices/powerautomate/WORK_QUEUE_ENVIRONMENT_BINDING_MATRIX.csv,powerautomate_dev_binding,rey.frontier_guardian,update when Power Automate DEV binding gate result changes
work_queue_dev_creation_result,matrices/powerautomate/WORK_QUEUE_DEV_CREATION_RESULT.csv,powerautomate_dev_workqueues,rey.frontier_guardian,update when DEV work queues are created reused or blocked
work_queue_pilot_items,matrices/powerautomate/WORK_QUEUE_PILOT_ITEMS.csv,powerautomate_pilot_payloads,court.thot_schema,update when work queue pilot payloads change
work_queue_pilot_result,matrices/powerautomate/WORK_QUEUE_PILOT_RESULT.csv,powerautomate_pilot_live_result,court.seshat_evidence,update when work queue pilot items are created reused or blocked
work_queue_operational_gate_result,matrices/powerautomate/WORK_QUEUE_OPERATIONAL_GATE_RESULT.csv,powerautomate_work_queue_gates,court.sdu_gate,update when any work queue operational gate changes
work_queue_flow_matrix,matrices/powerautomate/WORK_QUEUE_FLOW_MATRIX.csv,powerautomate_flow_design,court.thot_schema,update when work queue flow design changes
openai_assisted_work_queue_classification,matrices/powerautomate/OPENAI_ASSISTED_WORK_QUEUE_CLASSIFICATION.csv,openai_metadata_only_assist,court.openai_dispatcher,update when metadata-only OpenAI classification output changes
openai_assisted_dispatch_rule_recommendations,matrices/powerautomate/OPENAI_ASSISTED_DISPATCH_RULE_RECOMMENDATIONS.csv,openai_metadata_only_assist,court.openai_dispatcher,update when OpenAI-assisted dispatch recommendations change
dataverse_queue_binding_update_result,matrices/dataverse/DATAVERSE_QUEUE_BINDING_UPDATE_RESULT.csv,dataverse_queue_binding,court.thot_schema,update when Dataverse queue back-reference update or gap status changes
local_package_change_classification,matrices/versioning/LOCAL_PACKAGE_CHANGE_CLASSIFICATION_MATRIX.csv,local_package_versioning,rey.repo_cartographer,update when local package file classification changes
local_package_commit_group,matrices/versioning/LOCAL_PACKAGE_COMMIT_GROUP_MATRIX.csv,local_package_versioning,rey.repo_cartographer,update when local package commit group proposal changes
root_artifact_cleanup_derivation,matrices/versioning/ROOT_ARTIFACT_CLEANUP_DERIVATION_MATRIX_20260604.csv,local_package_versioning,rey.repo_cartographer,update when root untracked artifacts are classified for keep derive or cleanup
retrospective_learned_skill_candidates,retrospectives/skills/LEARNED_SKILL_CANDIDATES_MATRIX.csv,retrospective_skill_candidates,03_CORTE_EJECUTORA,update when closed frontiers produce new skill candidates
retrospective_skill_canonization_decision,retrospectives/skills/SKILL_CANONIZATION_DECISION_MATRIX.csv,retrospective_skill_decisions,03_CORTE_EJECUTORA,update when skill candidates are canonized or deferred
retrospective_learned_recipe_candidates,retrospectives/recipes/LEARNED_RECIPE_CANDIDATES_MATRIX.csv,retrospective_recipe_candidates,03_CORTE_EJECUTORA,update when closed frontiers produce new recipe candidates
retrospective_recipe_canonization_decision,retrospectives/recipes/RECIPE_CANONIZATION_DECISION_MATRIX.csv,retrospective_recipe_decisions,03_CORTE_EJECUTORA,update when recipe candidates are canonized or deferred
retrospective_agent_learning_propagation,retrospectives/agents/AGENT_LEARNING_PROPAGATION_MATRIX.csv,retrospective_agent_learning,03_CORTE_EJECUTORA,update when agent learnings are proposed
retrospective_matrix_update_plan,retrospectives/deltas/RETROSPECTIVE_MATRIX_UPDATE_PLAN.csv,retrospective_matrix_deltas,03_CORTE_EJECUTORA,update when retrospective changes indexed matrices
retrospective_validator_candidates,retrospectives/validators/VALIDATOR_CANDIDATE_MATRIX.csv,retrospective_validator_candidates,03_CORTE_EJECUTORA,update when retrospective proposes validators
cabina_operating_system_reconciliation,.agents/codex/matrices/CABINA_OPERATING_SYSTEM_RECONCILIATION_20260605.csv,cabina_operating_system_consolidation,01_AUTORIDAD_Y_GATES,update when COS authority agent skill recipe tool validator evidence ownership or state mapping changes
cabina_full_automation_plane_matrix,.agents/codex/matrices/CABINA_FULL_AUTOMATION_PLANE_MATRIX_20260605.csv,cabina_full_automation_by_planes,00_ROUTER,update when plane order owner skill recipe tool validator evidence gate or stop condition changes
cabina_process_rescue_multirepo_process_matrix,.agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_PROCESS_MATRIX_20260605.csv,cabina_process_rescue_multirepo,00_ROUTER,update when rescued process source reusable asset validator rollback postcheck or stop condition changes
cabina_process_rescue_multirepo_execution_plan,.agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_EXECUTION_PLAN_20260605.csv,cabina_process_rescue_multirepo_execution_plan,00_ROUTER,update when wave order repo owner validator evidence rollback postcheck or stop condition changes
agents_sdk_live_agent_global_operability_findings,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_FINDINGS_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when live Agents SDK review findings evidence severity recommendation or stop condition changes
agents_sdk_live_agent_global_operability_decisions,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_DECISION_MATRIX_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when live Agents SDK decisions action owner gate validator postcheck rollback or stop condition changes
agents_sdk_live_agent_global_operability_raci,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_RACI_MATRIX_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when live Agents SDK RACI responsible accountable consulted informed gate owner evidence owner or validator owner changes
agents_sdk_live_agent_global_operability_review_evaluation_decision_workflow,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_REVIEW_EVALUATION_DECISION_WORKFLOW_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when review evaluation decision packaging validation evidence or stop condition workflow changes
agents_sdk_live_agent_global_operability_org_chart,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_ORG_CHART_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when agent hierarchy escalation boundary or delegated subagent ownership changes
agents_sdk_live_agent_global_operability_org_chart_map,.agents/codex/maps/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_ORG_CHART_20260605.md,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when human-readable org chart diagram changes
agents_sdk_live_agent_global_operability_sdu_search_selection_plan,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_SDU_SEARCH_SELECTION_PLAN_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when SDU canonical search selection phase criteria gate validator or stop condition changes
agents_sdk_live_agent_global_operability_sdu_search_selection_plan_map,.agents/codex/maps/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_SDU_SEARCH_SELECTION_PLAN_20260605.md,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when human-readable SDU search and selection plan changes
agents_sdk_live_agent_global_operability_framework,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_FRAMEWORK_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when framework component source purpose owner validator gate output or stop condition changes
agents_sdk_live_agent_global_operability_framework_map,.agents/codex/maps/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_FRAMEWORK_20260605.md,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when human-readable framework scope rules or close condition changes
agents_sdk_live_agent_global_operability_gated_backlog,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATED_BACKLOG_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when post execution gated backlog status owner gate validator rollback postcheck or stop condition changes
agents_sdk_live_agent_global_operability_semaphore,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_SEMAPHORE_MATRIX_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when red yellow green operational state owner gate validator evidence rollback postcheck or stop condition changes
agents_sdk_live_agent_global_operability_gate_queue,.agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATE_QUEUE_20260605.csv,agents_sdk_live_agent_global_operability,03_CORTE_EJECUTORA,update when red semaphore gate packet owner required input rollback postcheck or stop condition changes
local_tooling_continuity_handoff,.agents/codex/matrices/LOCAL_TOOLING_CONTINUITY_HANDOFF_20260605.csv,local_tooling_continuity,03_CORTE_EJECUTORA,update when local install evidence CLI state cloud boundary or next lanes change
local_work_team_preparation,.agents/codex/matrices/LOCAL_WORK_TEAM_PREPARATION_20260606.csv,local_work_team,00_ROUTER,update when local workbench lane owner tool gate validator or stop condition changes
vscode_insiders_cartography,.agents/codex/matrices/VSCODE_INSIDERS_CARTOGRAPHY_20260606.csv,vscode_insiders_cartography,05_SOPORTE_TECNICO,update when VSI extensions settings metadata storage process or CLI bridge evidence changes
agent_surface_deployment_table,.agents/codex/matrices/AGENT_SURFACE_DEPLOYMENT_TABLE_20260606.csv,agent_surface_deployment,00_ROUTER,update when agent surface owner runtime mode gate next action validator or stop condition changes
agent_surface_information_backlog,.agents/codex/matrices/AGENT_SURFACE_INFORMATION_BACKLOG_20260606.csv,agent_surface_information_backlog,00_ROUTER,update when missing information per surface is collected resolved gated or superseded
vscode_insiders_surface_deep_map,.agents/codex/matrices/VSCODE_INSIDERS_SURFACE_DEEP_MAP_20260606.csv,vscode_insiders_deep_cartography,05_SOPORTE_TECNICO,update when VSI layer metadata extension counts storage totals setting-key inventory or process metadata changes
vscode_insiders_extension_group_matrix,.agents/codex/matrices/VSCODE_INSIDERS_EXTENSION_GROUP_MATRIX_20260606.csv,vscode_insiders_extension_groups,05_SOPORTE_TECNICO,update when VSI extension groups counts top extensions risk gates or next actions change
vscode_insiders_storage_review_queue,.agents/codex/matrices/VSCODE_INSIDERS_STORAGE_REVIEW_QUEUE_20260606.csv,vscode_insiders_storage_review,05_SOPORTE_TECNICO,update when globalStorage or workspaceStorage candidates are reviewed cleaned preserved or superseded
vscode_insiders_our_cabina_discovery,.agents/codex/matrices/VSCODE_INSIDERS_OUR_CABINA_DISCOVERY_20260606.csv,vscode_insiders_our_cabina,00_ROUTER,update when active VSI cabina window folder workspaceStorage repo identity or not-ours boundary changes
vscode_insiders_our_cabina_runtime_observed,.agents/codex/matrices/VSCODE_INSIDERS_OUR_CABINA_RUNTIME_OBSERVED_20260606.csv,vscode_insiders_our_cabina_runtime,05_SOPORTE_TECNICO,update when observed VSI extension runtimes provider helpers gates or process counts change
vscode_insiders_our_cabina_execution_plan,.agents/codex/matrices/VSCODE_INSIDERS_OUR_CABINA_EXECUTION_PLAN_20260606.csv,vscode_insiders_our_cabina_execution,00_ROUTER,update when task order owner validator gate evidence or selected first local lane changes
vscode_insiders_our_cabina_plan_doc,.agents/codex/plans/2026-06-06-vscode-insiders-our-cabina-plan.md,vscode_insiders_our_cabina_plan,00_ROUTER,update when plan steps commands validators execution handoff or recommended first lane changes
vscode_insiders_codeql_local_health,.agents/codex/matrices/VSCODE_INSIDERS_CODEQL_LOCAL_HEALTH_20260606.csv,vscode_insiders_codeql_local_health,05_SOPORTE_TECNICO,update when CodeQL version process storage language availability workspace link side-effect boundary or cleanup decision changes
vscode_insiders_agile_agent_canvas_governance,.agents/codex/matrices/VSCODE_INSIDERS_AGILE_AGENT_CANVAS_GOVERNANCE_20260606.csv,vscode_insiders_agile_agent_canvas_governance,05_SOPORTE_TECNICO,update when Agile Agent Canvas extension version commands tools workspace settings gates catalogue or live boundaries change
vscode_insiders_agent_task_queue,.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,vscode_insiders_agent_task_queue,00_ROUTER,update when prepared agent tasks owner reviewer scope lock dependency validator status or stop condition changes
vscode_insiders_startup_commands,.agents/codex/maps/VSI_STARTUP_COMMANDS_20260607.md,vscode_insiders_startup_commands,05_SOPORTE_TECNICO,update when VSI startup command port dashboard canvas user catalogue or no-downgrade rule changes
vsi_memory_log_no_ps,.agents/codex/matrices/VSI_MEMORY_LOG_NO_PS_MATRIX_20260607.csv,vscode_insiders_memory_log_no_ps,05_SOPORTE_TECNICO,update when VSI memory log artifacts no-PS policy validator evidence or historical PS-reference classification changes
vsi_usage_expansion,.agents/codex/matrices/VSI_USAGE_EXPANSION_MATRIX_20260607.csv,vscode_insiders_usage_expansion_no_ps,05_SOPORTE_TECNICO,update when VS Code Insiders repo-local tasks validators no-PS commands or task labels change
vsi_function_utilization,.agents/codex/matrices/VSI_FUNCTION_UTILIZATION_MATRIX_20260607.csv,vscode_insiders_function_utilization,05_SOPORTE_TECNICO,update when VS Code Insiders installed active unused functions task labels memory evidence or no-PS validators change
aac_mcp_server,aac-mcp-server,aac_mcp_server,03_CORTE_EJECUTORA,update when direct local AAC MCP tools config tests or boundary change
aac_demo_quarantine,.agents/codex/matrices/AAC_DEMO_QUARANTINE_MATRIX_20260608.csv,aac_demo_quarantine,03_CORTE_EJECUTORA,update when Agile Agent Canvas demo drift artifacts patterns quarantine status or validator coverage change
